timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
67.094,0.280515,-0.238183,0.317671,0.056075,bottom,1,0.01999999999999602,0.08694278808781054
67.114,0.24166,-0.165107,0.071897,0.011838,bottom,1,0.020000000000010232,0.08694349847041968
67.134,0.150366,-0.023985,0.007491,0.004674,bottom,1,0.01999999999999602,0.08689411368052297
67.154,0.129578,-0.23128,0.139997,-0.042517,bottom,1,0.01999999999999602,0.08701435400529037
67.174,0.217589,-0.198753,0.108338,-0.073764,bottom,1,0.020000000000010232,0.08742563715205938
67.193,0.102473,-0.196058,0.248768,-0.098223,bottom,1,0.018999999999991246,0.08809527249840421
67.213,0.10344,-0.08021,-0.022593,-0.094621,bottom,1,0.01999999999999602,0.08876378516060643
67.233,0.114066,-0.194682,0.086765,-0.114633,bottom,1,0.020000000000010232,0.08913859715314243
67.253,0.063835,-0.253703,0.040611,-0.142447,bottom,1,0.01999999999999602,0.08961055879989761
67.273,0.11036,-0.083025,-0.008723,-0.130563,bottom,1,0.01999999999999602,0.09039613737042103
67.293,0.178234,-0.212061,0.058382,-0.146862,bottom,1,0.020000000000010232,0.09144696601375642
67.313,0.101871,-0.303017,0.017686,-0.178093,bottom,1,0.01999999999999602,0.09230192499608138
67.333,0.105955,-0.163801,-0.147799,-0.175235,bottom,1,0.01999999999999602,0.09319570541613882
67.352,0.097568,-0.129837,0.044427,-0.166155,bottom,1,0.019000000000005457,0.09434349548587515
67.372,0.087258,-0.272825,0.048065,-0.187489,bottom,1,0.01999999999999602,0.09603413116399946
67.392,0.076074,-0.251129,-0.001234,-0.200217,bottom,1,0.01999999999999602,0.09778808058089113
