timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff
29.795,0.063818,-0.041527,0.010091,-0.039933,idle,0,0.020000000000003126
29.815,0.029727,-0.031003,0.070205,-0.038147,idle,0,0.019999999999999574
29.835,0.00653,0.020476,0.026884,-0.026422,idle,0,0.019999999999999574
29.855,0.04468,-0.036231,-0.088189,-0.028384,idle,0,0.019999999999999574
29.875,0.00729,0.002878,-0.011092,-0.022132,idle,0,0.019999999999999574
29.894,-0.019733,0.030911,0.068974,-0.011523,idle,0,0.01899999999999835
29.914,-0.007752,0.081614,-0.007953,0.007104,idle,0,0.020000000000003126
29.934,0.027352,-0.059299,-0.112852,-0.006176,idle,0,0.019999999999999574
29.954,-0.027045,-0.024803,0.064362,-0.009902,idle,0,0.019999999999999574
29.974,-0.027162,0.094702,0.084782,0.011019,idle,0,0.019999999999999574
29.995,-0.010952,0.0153,-0.036267,0.011875,idle,0,0.021000000000000796
30.014,0.008129,-0.05351,-0.039337,-0.001202,idle,0,0.01899999999999835
30.033,0.007422,0.033866,0.035285,0.005812,idle,0,0.019000000000001904
30.053,-0.034527,0.048224,0.041694,0.014294,idle,0,0.019999999999999574
30.073,0.010563,-0.013696,-0.03076,0.008696,idle,0,0.019999999999999574
30.093,-0.00422,-0.023434,0.013198,0.00227,idle,0,0.019999999999999574
30.113,-0.014441,0.010504,0.04347,0.003917,idle,0,0.019999999999999574
30.133,0.001061,0.02392,0.016512,0.007918,idle,0,0.019999999999999574
30.153,0.005729,0.002206,0.001106,0.006775,idle,0,0.019999999999999574
30.173,0.015808,-0.019786,0.000686,0.001463,idle,0,0.019999999999999574
30.193,0.002648,0.015502,0.015498,0.004271,idle,0,0.020000000000003126
30.212,-0.00418,0.042273,0.015376,0.011871,idle,0,0.01899999999999835
30.232,-0.0033,0.011499,-0.000912,0.011797,idle,0,0.019999999999999574
30.252,-0.018718,-0.014622,0.013349,0.006513,idle,0,0.019999999999999574
30.272,0.019669,0.020846,-0.037844,0.00938,idle,0,0.019999999999999574
30.292,-0.026999,0.043525,-0.031133,0.016209,idle,0,0.020000000000003126
30.311,-0.012098,0.029807,0.000728,0.018928,idle,0,0.01899999999999835
30.332,-0.015002,0.017882,0.009586,0.018719,idle,0,0.021000000000000796
30.351,0.003865,-0.016329,-0.006504,0.011709,idle,0,0.01899999999999835
30.371,-0.007019,0.016671,-0.010264,0.012702,idle,0,0.019999999999999574
30.391,0.010297,0.034248,0.037842,0.017011,idle,0,0.019999999999999574
30.411,0.009306,-0.004546,0.032395,0.0127,idle,0,0.020000000000003126
30.431,0.016736,-0.037815,-0.003266,0.002597,idle,0,0.019999999999999574
30.451,0.012692,-0.017606,3.2e-05,-0.001444,idle,0,0.019999999999999574
30.471,0.003148,0.048162,0.055102,0.008477,idle,0,0.019999999999999574
30.491,8.3e-05,0.038047,0.010533,0.014391,idle,0,0.019999999999999574
30.51,-0.001261,-0.013738,-0.035193,0.008765,idle,0,0.019000000000001904
30.53,-0.005045,-0.03224,-0.012669,0.000564,idle,0,0.019999999999999574
30.55,-0.02639,0.038355,0.045986,0.008122,idle,0,0.019999999999999574
30.57,-0.019937,0.036893,0.006113,0.013877,idle,0,0.019999999999999574
30.59,-0.032868,0.025069,-0.02069,0.016115,idle,0,0.019999999999999574
30.61,-0.00142,-0.017949,-0.003609,0.009302,idle,0,0.019999999999999574
30.629,-0.002207,0.017045,-0.01275,0.010851,idle,0,0.019000000000001904
